Absorber Layer,PCE,Voc,Jsc,FF
CH3NH3PbI3,"{'value': 7.61, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 19.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.05, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 17.04, 'error': None, 'unit': '%'}","{'value': 1.06, 'error': None, 'unit': 'V'}","{'value': 23.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.62, 'error': None, 'unit': '%'}"
Sn-doped CsPbBr3 perovskite,"{'value': 8.95, 'error': None, 'unit': '%'}","{'value': 1.36, 'error': None, 'unit': 'V'}","{'value': 9.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.0, 'error': None, 'unit': '%'}"
Sb2S3,"{'value': 5.77, 'error': None, 'unit': '%'}","{'value': 0.6665, 'error': None, 'unit': 'V'}","{'value': 14.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 58.04, 'error': None, 'unit': '%'}"
N/A,,,"{'value': 4.96, 'error': None, 'unit': 'mA/cm2'}",
N/A,,,"{'value': 6.29, 'error': None, 'unit': 'mA/cm2'}",
N/A,,,"{'value': 11.46, 'error': None, 'unit': 'mA/cm2'}",
CH3NH3PbI3,"{'value': 14.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
CZTSSe,"{'value': 11.13, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 39.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
"BDT copolymers (P1, P2, P3a-e, P4a-b), BDT copolymers with benzotriazole (P2), BDT copolymers with thienopyrroledione (P3a-e), BDT copolymers with π-conjugated side chains and thieno[3,4,b]thiophene acceptor (P4a-b), BDT copolymers with furan, thiophene, and selenophene side groups (P5a-c)","{'value': 2015.0, 'error': None, 'unit': '%'}","{'value': 2015.0, 'error': None, 'unit': 'V'}","{'value': 2015.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 2015.0, 'error': None, 'unit': '%'}"
PDPP-EH,"{'value': 7.25, 'error': None, 'unit': '%'}",,"{'value': 14.6, 'error': None, 'unit': 'mA/cm2'}",
PDPP-CH,"{'value': 8.11, 'error': None, 'unit': '%'}",,"{'value': 16.9, 'error': None, 'unit': 'mA/cm2'}",
BTz-4F-1,"{'value': 5.72, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 12.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.3, 'error': None, 'unit': '%'}"
BTz-4Cl-1,"{'value': 3.93, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 9.66, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
Nb2O5,"{'value': 2.97, 'error': None, 'unit': '%'}","{'value': 0.738, 'error': None, 'unit': 'V'}","{'value': 6.8, 'error': None, 'unit': 'mA/cm2'}",
DPPEZnP-TOM:PC61BM,"{'value': 8.96, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 17.74, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.14, 'error': None, 'unit': '%'}"
CuCrO2 and Mg:CuCrO2,"{'value': 13.1, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 18.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.3, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 32.8, 'error': None, 'unit': '%'}",,,
Perovskite/Si,"{'value': 29.52, 'error': None, 'unit': '%'}",,,
CIGSS,"{'value': 15.15, 'error': None, 'unit': '%'}","{'value': 0.669, 'error': None, 'unit': 'V'}","{'value': 31.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.62, 'error': None, 'unit': '%'}"
CIGSS,"{'value': 12.84, 'error': None, 'unit': '%'}","{'value': 0.662, 'error': None, 'unit': 'V'}","{'value': 28.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.43, 'error': None, 'unit': '%'}"
7a,"{'value': 3.04, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 5.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.3, 'error': None, 'unit': '%'}"
7b,"{'value': 4.12, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 7.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.1, 'error': None, 'unit': '%'}"
7c,"{'value': 4.98, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 8.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.1, 'error': None, 'unit': '%'}"
7d,"{'value': 5.62, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 10.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.1, 'error': None, 'unit': '%'}"
11d,"{'value': 6.67, 'error': None, 'unit': '%'}","{'value': 0.825, 'error': None, 'unit': 'V'}","{'value': 13.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.1, 'error': None, 'unit': '%'}"
CsPbIBr2,"{'value': 11.08, 'error': None, 'unit': '%'}",,,
YZ7,"{'value': 5.6, 'error': None, 'unit': '%'}","{'value': 0.551, 'error': None, 'unit': 'V'}",,
PCDTBT:PC71BM,"{'value': 5.51, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 11.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.6, 'error': None, 'unit': '%'}"
PCDTBT:PC71BM,"{'value': 6.57, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 13.65, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.3, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 7.4, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 16.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.8, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 8.28, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 18.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.9, 'error': None, 'unit': '%'}"
N/A,"{'value': 15.98, 'error': None, 'unit': '%'}","{'value': 1.015, 'error': None, 'unit': 'V'}","{'value': 22.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.8, 'error': None, 'unit': '%'}"
CdS/CdSe,"{'value': 4.26, 'error': None, 'unit': '%'}",,"{'value': 12.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.44, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 19.02, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 22.98, 'error': None, 'unit': 'mA/cm2'}","{'value': 81.7, 'error': None, 'unit': '%'}"
CsSn0.5Ge0.5I3,"{'value': 24.2, 'error': None, 'unit': '%'}","{'value': 1.17, 'error': None, 'unit': 'V'}","{'value': 25.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.33, 'error': None, 'unit': '%'}"
PBDTPO-DTBO/PC71BM,"{'value': 6.2, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 11.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
PBDTPO-DTBT/PC71BM,"{'value': 3.4, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 9.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
TQ1,"{'value': 14.27, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 21.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.16, 'error': None, 'unit': '%'}"
TQ2,"{'value': 19.62, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 22.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.67, 'error': None, 'unit': '%'}"
spiro-OMeTAD,"{'value': 18.54, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 22.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.32, 'error': None, 'unit': '%'}"
P3HT:N5,"{'value': 4.03, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': None, 'unit': '%'}"
P3HT:N6,"{'value': 6.11, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 9.1, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
SK2I,"{'value': 2.0, 'error': None, 'unit': '%'}","{'value': 0.534, 'error': None, 'unit': 'V'}","{'value': 7.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
SK3I,"{'value': 7.1, 'error': None, 'unit': '%'}","{'value': 0.645, 'error': None, 'unit': 'V'}","{'value': 17.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
SK2C,"{'value': 2.4, 'error': None, 'unit': '%'}","{'value': 0.587, 'error': None, 'unit': 'V'}","{'value': 8.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
SK3C,"{'value': 9.0, 'error': None, 'unit': '%'}","{'value': 0.725, 'error': None, 'unit': 'V'}","{'value': 18.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
D2,"{'value': 6.75, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 13.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
D1,"{'value': 4.73, 'error': None, 'unit': '%'}","{'value': 0.717, 'error': None, 'unit': 'V'}","{'value': 9.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.0, 'error': None, 'unit': '%'}"
1:1 TQ1:PC61BM,"{'value': 3.5, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 7.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
1:1 TQ1:C60,"{'value': 2.5, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 6.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
5:4:1 TQ1:C60:C70,"{'value': 2.6, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 7.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
2:1:1 TQ1:C60:C70,"{'value': 3.6, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 8.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
1:1 TQ1:C70,"{'value': 2.9, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 8.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 2.4, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 1.61, 'error': None, 'unit': '%'}",,,
Cs/FA-based perovskite,"{'value': 21.51, 'error': None, 'unit': '%'}",,,
DPP and isoindigo,"{'value': 6.04, 'error': None, 'unit': '%'}",,,
MAPbI3,"{'value': 18.41, 'error': 0.54, 'unit': '%'}",,,
MAPbI3,"{'value': 19.45, 'error': None, 'unit': '%'}","{'value': 1.08, 'error': None, 'unit': 'V'}","{'value': 22.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 79.0, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 17.07, 'error': None, 'unit': '%'}",,,
CdS,"{'value': 1.62, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 5.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.0, 'error': None, 'unit': '%'}"
C25,"{'value': 2.34, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 5.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.99999999999999, 'error': None, 'unit': '%'}"
C50,"{'value': 2.98, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 6.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
C100,"{'value': 3.18, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 7.23, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
C150,"{'value': 3.48, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 7.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
C200,"{'value': 3.96, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 8.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
C250,"{'value': 2.41, 'error': None, 'unit': '%'}","{'value': 0.7, 'error': None, 'unit': 'V'}","{'value': 6.42, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
PDCPTCz/PC71BM,"{'value': 0.73, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 1.92, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
PDCPTCz-BT/PC71BM,"{'value': 1.57, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 4.59, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
PEI/XGS-G2.5/AgNPs nanohybrid,"{'value': 4.04, 'error': None, 'unit': '%'}",,,
thin c-Si,"{'value': 15.2, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 34.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.2, 'error': None, 'unit': '%'}"
PM6:Y6:BTMe-C8-2F (1:1.2:0),"{'value': 15.86, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 26.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.76, 'error': None, 'unit': '%'}"
PM6:Y6:BTMe-C8-2F (1:1.2:0.2),"{'value': 17.0, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 26.96, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.53, 'error': None, 'unit': '%'}"
PM6:Y6:BTMe-C8-2F (1:1.2:0.3),"{'value': 17.68, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 27.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.05, 'error': None, 'unit': '%'}"
PM6:Y6:BTMe-C8-2F (1:1.2:0.4),"{'value': 17.48, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 27.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.76, 'error': None, 'unit': '%'}"
PM6:BTMe-C8-2F (1:0:1),"{'value': 11.98, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 17.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.93, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 6.15, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 13.14, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.18, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 14.4, 'error': None, 'unit': '%'}",,"{'value': 22.7, 'error': None, 'unit': 'mA/cm2'}",
CH3NH3PbI3,"{'value': 16.1, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 21.76, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 17.55, 'error': None, 'unit': '%'}","{'value': 1.081, 'error': None, 'unit': 'V'}","{'value': 20.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.29, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 18.1, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3,"{'value': 15.98, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3,"{'value': 16.9, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3−xClx,"{'value': 15.6, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 21.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.3, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 15.6, 'error': None, 'unit': '%'}",,,
CH3NH3PbI2.85Br0.15,"{'value': 15.6, 'error': None, 'unit': '%'}",,"{'value': 17.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
CZTSSe,"{'value': 12.83, 'error': None, 'unit': '%'}","{'value': 0.49016000000000004, 'error': None, 'unit': 'V'}","{'value': 38.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.3, 'error': None, 'unit': '%'}"
ZnTTTD,"{'value': 3.51, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 9.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
ZnTTTD with CDCA co-sensitizer,"{'value': 6.51, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 9.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 8.11, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 16.01, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
Perovskite film,"{'value': 25.2, 'error': None, 'unit': '%'}",,,
Perovskite film,"{'value': 18.0, 'error': None, 'unit': '%'}",,,
CuInS2,"{'value': 5.0, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 7.66, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 11.47, 'error': None, 'unit': 'mA/cm2'}",
Zn2SnO4,"{'value': 4.0, 'error': None, 'unit': '%'}","{'value': 0.716, 'error': None, 'unit': 'V'}","{'value': 7.82, 'error': None, 'unit': 'mA/cm2'}",
Zn2SnO4,"{'value': 4.72, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 8.96, 'error': None, 'unit': 'mA/cm2'}",
PCBM:P1-PF6,"{'value': 12.0, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 15.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
S-PBDT:PCBM,"{'value': 2.75, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 5.45, 'error': None, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': None, 'unit': '%'}"
S-PBDT,,"{'value': 0.99, 'error': None, 'unit': 'V'}",,
TiO2,"{'value': 1.9, 'error': None, 'unit': '%'}","{'value': 0.342, 'error': None, 'unit': 'V'}","{'value': 14.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 32.0, 'error': None, 'unit': '%'}"
PTB7-Th,"{'value': 3.16, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 9.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.0, 'error': None, 'unit': '%'}"
PTB7-th:PC71BM,"{'value': 6.88, 'error': 0.1, 'unit': '%'}","{'value': 0.74, 'error': 0.02, 'unit': 'V'}","{'value': 16.08, 'error': 0.14, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': 0.01, 'unit': '%'}"
Poly-L-lysine + poly-D-lysine,"{'value': 5.26, 'error': 0.11, 'unit': '%'}","{'value': 0.6, 'error': 0.01, 'unit': 'V'}","{'value': 16.13, 'error': 0.1, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': 0.03, 'unit': '%'}"
Poly-L-lysine,"{'value': 7.29, 'error': 0.12, 'unit': '%'}","{'value': 0.75, 'error': 0.02, 'unit': 'V'}","{'value': 16.75, 'error': 0.13, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': 0.01, 'unit': '%'}"
Poly-D-lysine,"{'value': 7.28, 'error': 0.11, 'unit': '%'}","{'value': 0.74, 'error': 0.01, 'unit': 'V'}","{'value': 16.6, 'error': 0.14, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': 0.01, 'unit': '%'}"
PBDBT:ITIC,"{'value': 5.82, 'error': 0.09, 'unit': '%'}","{'value': 0.71, 'error': 0.01, 'unit': 'V'}","{'value': 16.33, 'error': 0.11, 'unit': 'mA/cm2'}","{'value': 51.0, 'error': 0.02, 'unit': '%'}"
Poly-L-lysine,"{'value': 7.39, 'error': 0.07, 'unit': '%'}","{'value': 0.84, 'error': 0.01, 'unit': 'V'}","{'value': 16.8, 'error': 0.12, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': 0.01, 'unit': '%'}"
Poly-D-lysine,"{'value': 7.28, 'error': 0.1, 'unit': '%'}","{'value': 0.84, 'error': 0.01, 'unit': 'V'}","{'value': 16.7, 'error': 0.14, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': 0.01, 'unit': '%'}"
Poly-L-lysine,"{'value': 9.86, 'error': 0.09, 'unit': '%'}","{'value': 0.85, 'error': 0.01, 'unit': 'V'}","{'value': 19.77, 'error': 0.13, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': 0.01, 'unit': '%'}"
SnO2 nanorod@TiO2,"{'value': 6.98, 'error': None, 'unit': '%'}","{'value': 0.78, 'error': None, 'unit': 'V'}","{'value': 16.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
DPP-Th,"{'value': 12.02, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 20.53, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.42, 'error': None, 'unit': '%'}"
DPP-Se,"{'value': 13.51, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 21.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.37, 'error': None, 'unit': '%'}"
DPP-Th w/Li-TFSI,"{'value': 14.69, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 22.08, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.53, 'error': None, 'unit': '%'}"
DPP-Se w/Li-TFSI,"{'value': 16.83, 'error': None, 'unit': '%'}","{'value': 1.02, 'error': None, 'unit': 'V'}","{'value': 22.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.42, 'error': None, 'unit': '%'}"
PBDTT-BO-DPP (1:0.5:0.5)/PC71BM,"{'value': 6.8, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 17.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 6.8, 'error': None, 'unit': '%'}"
PC60BM,"{'value': 3.27, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 6.37, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.0, 'error': None, 'unit': '%'}"
PC60BM,"{'value': 2.88, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 6.61, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
PC60BM,"{'value': 3.81, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 8.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 23.26, 'error': None, 'unit': '%'}","{'value': 1.18, 'error': None, 'unit': 'V'}","{'value': 24.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 79.49, 'error': None, 'unit': '%'}"
CH3NH3PbI3−xClx,"{'value': 5.3, 'error': None, 'unit': '%'}",,,
PTB7:PC71BM,"{'value': 7.64, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 14.98, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.89999999999999, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 7.62, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 17.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.27, 'error': None, 'unit': '%'}"
PM6,"{'value': 10.07, 'error': None, 'unit': '%'}","{'value': 0.9, 'error': None, 'unit': 'V'}","{'value': 16.41, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.16, 'error': None, 'unit': '%'}"
BA2(MA)2Pb3I10,"{'value': 10.11, 'error': None, 'unit': '%'}",,,
poly(3-hexylthiophene) blends with indene-C60 bis-adduct,"{'value': 3.5, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 10.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
