Absorber Layer,PCE,Voc,Jsc,FF
N/A,"{'value': 4.71, 'error': None, 'unit': '%'}","{'value': 0.703, 'error': None, 'unit': 'V'}","{'value': 10.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.657, 'error': None, 'unit': '%'}"
Organic-inorganic perovskites,"{'value': 25.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PzNDTTPD:PC71BM,"{'value': 5.26, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 9.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.64, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.64, 'error': None, 'unit': '%'}","{'value': 0.3, 'error': None, 'unit': 'V'}","{'value': 5.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.38, 'error': None, 'unit': '%'}"
N/A,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 0.932, 'error': None, 'unit': 'V'}","{'value': 11.29, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
Lead halide perovskites,"{'value': 40.0, 'error': None, 'unit': '%'}",,,
B2:PC71BM,"{'value': 6.41, 'error': None, 'unit': '%'}",,,
B3:PC71BM,"{'value': 7.47, 'error': None, 'unit': '%'}",,,
Perovskite,"{'value': 21.67, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3 (perovskite),"{'value': 15.0, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}",,
PbS,"{'value': 8.45, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 20.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.8, 'error': None, 'unit': '%'}"
CdSe nanowires,"{'value': 2.0, 'error': None, 'unit': '%'}","{'value': 0.55, 'error': None, 'unit': 'V'}","{'value': 13.1, 'error': None, 'unit': 'mA/cm2'}",
N/A,,,"{'value': 2.0, 'error': None, 'unit': ''}",
DMASn0.75Ge0.25I3,"{'value': 17.42, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
CH3NH3PbI3,"{'value': 16.0, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 19.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.4, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 29.5, 'error': None, 'unit': '%'}","{'value': 2.02, 'error': None, 'unit': 'V'}",,
hierarchical yolk–shell TiO2 beads,"{'value': 9.05, 'error': None, 'unit': '%'}","{'value': 0.803, 'error': None, 'unit': 'V'}","{'value': 18.01, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
TiO2,"{'value': 9.68, 'error': None, 'unit': '%'}","{'value': 806.0, 'error': None, 'unit': 'V'}","{'value': 16.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.77, 'error': None, 'unit': '%'}"
TPA-S-DCV,"{'value': 3.33, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}",
TPA-F-DCV,"{'value': 2.5, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}",
PTEG-1,"{'value': 5.7, 'error': None, 'unit': '%'}",,,
FCN-2,"{'value': 5.55, 'error': None, 'unit': '%'}",,,
PVDF-TrFE,"{'value': 3.9, 'error': None, 'unit': '%'}",,,
P25,"{'value': 6.79, 'error': None, 'unit': '%'}","{'value': 0.749, 'error': None, 'unit': 'V'}","{'value': 14.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.0, 'error': None, 'unit': '%'}"
PTZ1,"{'value': 7.57, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 15.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
PTZ2,"{'value': 8.78, 'error': None, 'unit': '%'}","{'value': 0.766, 'error': None, 'unit': 'V'}","{'value': 15.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
PTZ3,"{'value': 7.39, 'error': None, 'unit': '%'}","{'value': 0.775, 'error': None, 'unit': 'V'}","{'value': 13.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
N719/TiO2,"{'value': 5.43, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 12.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.6, 'error': None, 'unit': '%'}"
DM/TiO2,"{'value': 0.69, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 3.65, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.37, 'error': None, 'unit': '%'}"
DE/TiO2,"{'value': 0.66, 'error': None, 'unit': '%'}","{'value': 0.55, 'error': None, 'unit': 'V'}","{'value': 2.46, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.49, 'error': None, 'unit': '%'}"
DP/TiO2,"{'value': 0.49, 'error': None, 'unit': '%'}","{'value': 0.45, 'error': None, 'unit': 'V'}","{'value': 2.44, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.45, 'error': None, 'unit': '%'}"
DM/N719/TiO2,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 16.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.59, 'error': None, 'unit': '%'}"
DE/N719/TiO2,"{'value': 6.99, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 15.83, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.61, 'error': None, 'unit': '%'}"
DP/N719/TiO2,"{'value': 6.91, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 15.64, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.62, 'error': None, 'unit': '%'}"
CIGS,"{'value': 23.35, 'error': None, 'unit': '%'}","{'value': 0.386, 'error': None, 'unit': 'V'}","{'value': 29.78, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.44, 'error': None, 'unit': '%'}"
CZTS,"{'value': 12.7, 'error': None, 'unit': '%'}","{'value': 0.324, 'error': None, 'unit': 'V'}","{'value': 25.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 63.0, 'error': None, 'unit': '%'}","{'value': 95.0, 'error': None, 'unit': '%'}","{'value': 83.0, 'error': None, 'unit': '%'}","{'value': 77.0, 'error': None, 'unit': '%'}"
MA-NVA,"{'value': 90.0, 'error': None, 'unit': '%'}","{'value': 97.0, 'error': None, 'unit': '%'}","{'value': 10.0, 'error': None, 'unit': '%'}","{'value': 10.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 3.85, 'error': None, 'unit': '%'}","{'value': 0.61, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}","{'value': 5400.0, 'error': None, 'unit': '%'}"
PTB7:PC71BM,"{'value': 6.5, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PBDTTPD:PC71BM,,,"{'value': 2.0, 'error': None, 'unit': ''}",
Mesoporous titania,"{'value': 5.0, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 16.1, 'error': None, 'unit': '%'}",,,
PTB7-Th:THBT-ht:PC71BM,"{'value': 10.02, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 18.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
Not provided,"{'value': 6.33, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}","{'value': 15.91, 'error': None, 'unit': 'mA/cm2'}",
N/A,"{'value': 18.34, 'error': None, 'unit': '%'}",,,
DPTFBr,"{'value': 16.0, 'error': None, 'unit': '%'}",,,
"Cu2ZnSn(S,Se)4","{'value': 12.7, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
Si3N4,"{'value': 13.8, 'error': None, 'unit': '%'}",,"{'value': 36.76, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.7, 'error': None, 'unit': '%'}"
????,"{'value': 14.0, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
PSP-CF3,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 15.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
PSP-CN,,,"{'value': 8.32, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
PSP-OCH3,,,"{'value': 2.0, 'error': None, 'unit': ''}",
CZGTSe,"{'value': 4.72, 'error': None, 'unit': '%'}",,,
P3HT:PCBM,"{'value': 2.87, 'error': None, 'unit': '%'}","{'value': 0.61, 'error': None, 'unit': 'V'}","{'value': 8.99, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.52, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 2.51, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 7.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.51, 'error': None, 'unit': '%'}"
CSDPP5:PC71BM,"{'value': 2.42, 'error': None, 'unit': '%'}",,"{'value': 6.2, 'error': None, 'unit': 'mA/cm2'}",
CSDPP6:PC71BM,"{'value': 3.06, 'error': None, 'unit': '%'}",,"{'value': 22.0, 'error': None, 'unit': 'mA/cm2'}",
CSDPP8:PC71BM,"{'value': 2.43, 'error': None, 'unit': '%'}",,"{'value': 32.0, 'error': None, 'unit': 'mA/cm2'}",
CSDPP6:PC71BM,"{'value': 4.69, 'error': None, 'unit': '%'}",,"{'value': 10.48, 'error': None, 'unit': 'mA/cm2'}",
CSDPP8:PC71BM,"{'value': 4.14, 'error': None, 'unit': '%'}",,"{'value': 8.92, 'error': None, 'unit': 'mA/cm2'}",
CH3NH3PbI3,"{'value': 14.1, 'error': None, 'unit': '%'}","{'value': 0.866, 'error': None, 'unit': 'V'}","{'value': 20.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.3, 'error': None, 'unit': '%'}"
MAPbI3−xClx,"{'value': 16.2, 'error': None, 'unit': '%'}","{'value': 0.71, 'error': None, 'unit': 'V'}",,
Quantum dots,"{'value': 15.0, 'error': None, 'unit': '%'}",,,
MeBQPH,"{'value': 1.04, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 2.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.0, 'error': None, 'unit': '%'}"
MeBQPME,"{'value': 0.49, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 1.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 35.0, 'error': None, 'unit': '%'}"
MeBQPNMe,"{'value': 0.5, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 1.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.0, 'error': None, 'unit': '%'}"
CdS0.57Se0.43/CdSe QDs,"{'value': 4.46, 'error': None, 'unit': '%'}","{'value': 0.5668, 'error': None, 'unit': 'V'}","{'value': 14.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.3, 'error': None, 'unit': '%'}"
MAPbI3−xClx,"{'value': 20.52, 'error': None, 'unit': '%'}","{'value': 1.144, 'error': None, 'unit': 'V'}","{'value': 21.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 82.78, 'error': None, 'unit': '%'}"
F5T8P-C2,"{'value': 1.86, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 4.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.43, 'error': None, 'unit': '%'}"
F5T8P-C4,"{'value': 2.33, 'error': None, 'unit': '%'}","{'value': 1.04, 'error': None, 'unit': 'V'}","{'value': 4.82, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.47, 'error': None, 'unit': '%'}"
F5T8P-C6,"{'value': 2.04, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 4.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.46, 'error': None, 'unit': '%'}"
P3HT-b-F8TBT,"{'value': 1.22, 'error': None, 'unit': '%'}",,,
PM6:eC9,"{'value': 17.79, 'error': None, 'unit': '%'}",,,
PM6:L8-BO,"{'value': 18.31, 'error': None, 'unit': '%'}",,,
FAxMA1−xPbIyCl1−y,"{'value': 19.32, 'error': None, 'unit': '%'}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 22.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.0, 'error': None, 'unit': '%'}"
C60-OPE,"{'value': 18.0, 'error': None, 'unit': '%'}","{'value': 0.59, 'error': None, 'unit': 'V'}","{'value': 10.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 29.0, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 18.4, 'error': None, 'unit': '%'}","{'value': 1.07, 'error': None, 'unit': 'V'}","{'value': 5.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.0, 'error': None, 'unit': '%'}"
PbI2:2NMP,"{'value': 19.2, 'error': None, 'unit': '%'}",,,
PbI2:1DMSO,"{'value': 18.0, 'error': None, 'unit': '%'}",,,
PbI2:2DMSO,"{'value': 14.2, 'error': None, 'unit': '%'}",,,
CuInS2,"{'value': 0.74, 'error': None, 'unit': '%'}",,"{'value': 5.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 35.0, 'error': None, 'unit': '%'}"
TiO2–Sn/F,"{'value': 8.89, 'error': None, 'unit': '%'}","{'value': 0.725, 'error': None, 'unit': 'V'}","{'value': 17.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.0, 'error': None, 'unit': '%'}"
AgInS2 NCs (ligand-free),"{'value': 0.8, 'error': None, 'unit': '%'}","{'value': 0.45, 'error': None, 'unit': 'V'}",,
PTB7-TH:IEIC,"{'value': 6.31, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 13.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
Ko-2,"{'value': 3.35, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 9.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
Ko-1,"{'value': 1.9, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 5.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:1, w/w)","{'value': 0.14, 'error': None, 'unit': '%'}","{'value': 0.5, 'error': None, 'unit': 'V'}","{'value': 1.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.6, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:1.5, w/w)","{'value': 0.06, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 0.43, 'error': None, 'unit': 'mA/cm2'}","{'value': 26.0, 'error': None, 'unit': '%'}"
"PBDTTBI:PC71BM (1:2, w/w)","{'value': 0.01, 'error': None, 'unit': '%'}","{'value': 0.47, 'error': None, 'unit': 'V'}","{'value': 0.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 27.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:1, w/w)","{'value': 0.67, 'error': None, 'unit': '%'}","{'value': 0.54, 'error': None, 'unit': 'V'}","{'value': 4.9, 'error': None, 'unit': 'mA/cm2'}","{'value': 25.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:1.5, w/w)","{'value': 0.64, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 3.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 30.0, 'error': None, 'unit': '%'}"
"PBDTBBT:PC71BM (1:2, w/w)","{'value': 0.43, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.44, 'error': None, 'unit': 'mA/cm2'}","{'value': 28.0, 'error': None, 'unit': '%'}"
D1-CB,"{'value': 0.88, 'error': None, 'unit': ''}","{'value': 0.99, 'error': None, 'unit': 'V'}","{'value': 2.77, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.3, 'error': None, 'unit': '%'}"
D2-CB,"{'value': 0.58, 'error': None, 'unit': ''}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 2.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.25, 'error': None, 'unit': '%'}"
D1-CF,"{'value': 2.21, 'error': None, 'unit': ''}","{'value': 1.1, 'error': None, 'unit': 'V'}","{'value': 4.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.45, 'error': None, 'unit': '%'}"
D2-CF,"{'value': 0.15, 'error': None, 'unit': ''}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 0.88, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.24, 'error': None, 'unit': '%'}"
S(TPA-DPP),"{'value': 1.2, 'error': None, 'unit': '%'}","{'value': 1.18, 'error': None, 'unit': 'V'}",,
Bethanechol chloride (BTCC),"{'value': 20.45, 'error': None, 'unit': '%'}","{'value': 1.14, 'error': None, 'unit': 'V'}",,
PM6:BTP-eC9,"{'value': 17.4, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 27.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.1, 'error': None, 'unit': '%'}"
PM6:BTP-eC9:MOIT-M,"{'value': 18.5, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 27.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.3, 'error': None, 'unit': '%'}"
PM6:MOIT-M,"{'value': 10.3, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 15.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.3, 'error': None, 'unit': '%'}"
N/A,"{'value': 0.33, 'error': None, 'unit': '%'}",,,
CsPbBr3,"{'value': 11.21, 'error': None, 'unit': '%'}","{'value': 1.574, 'error': None, 'unit': 'V'}","{'value': 8.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 83.67, 'error': None, 'unit': '%'}"
Triple cation perovskite,"{'value': 21.6, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
CIS@ZnS,"{'value': 8.15, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}","{'value': 42.0, 'error': None, 'unit': '%'}"
CIS,"{'value': 5.7, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}",
Perovskite,"{'value': 15.1, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 19.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 15.1, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 19.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
Co0.85Se,"{'value': 6.55, 'error': None, 'unit': '%'}","{'value': 0.65, 'error': None, 'unit': 'V'}","{'value': 14.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.12, 'error': None, 'unit': '%'}"
Ni0.85Se,"{'value': 7.07, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 15.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.05, 'error': None, 'unit': '%'}"
PBSeDTEG8:PCBM,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 1.51, 'error': None, 'unit': 'V'}","{'value': 9.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 9.13, 'error': None, 'unit': '%'}","{'value': 1.51, 'error': None, 'unit': 'V'}","{'value': 9.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.0, 'error': None, 'unit': '%'}"
Perovskite,"{'value': 10.23, 'error': None, 'unit': '%'}","{'value': 1.52, 'error': None, 'unit': 'V'}","{'value': 10.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 9.2, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 6.5, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 8.0, 'error': None, 'unit': '%'}",,,
ETDPP-2P:IT-M,"{'value': 5.69, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 11.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.3, 'error': None, 'unit': '%'}"
TDPP-2P:IT-M,"{'value': 4.12, 'error': None, 'unit': '%'}",,,
????,,,"{'value': 2.0, 'error': None, 'unit': ''}",
"ITIC and its derivatives (ITBTD, ITBTDF, ITIC-ICS, ITBTD-IC)","{'value': 10.11, 'error': None, 'unit': '%'}","{'value': 1.11, 'error': None, 'unit': 'V'}","{'value': 15.93, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.69, 'error': None, 'unit': '%'}"
B1:BO-4Cl:Y7,"{'value': 16.28, 'error': None, 'unit': '%'}",,,
Cu2S–CuInS2–ZnSe,"{'value': 2.52, 'error': None, 'unit': '%'}","{'value': 0.6049, 'error': None, 'unit': 'V'}","{'value': 10.96, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.6, 'error': None, 'unit': '%'}"
PTPD-DFDT/PC71BM blend film,"{'value': 5.52, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}",,
PTPD-DT,"{'value': 2.32, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 6.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.4, 'error': None, 'unit': '%'}"
PTPD-DFDT,"{'value': 2.8, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 10.25, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
MoSe2,"{'value': 1.9, 'error': None, 'unit': '%'}","{'value': 0.24, 'error': None, 'unit': 'V'}",,
TiO2 nanotube,"{'value': 0.7, 'error': None, 'unit': '%'}",,"{'value': 2.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.5, 'error': None, 'unit': '%'}"
ZCISe,"{'value': 12.3, 'error': None, 'unit': '%'}",,,
CdSe,"{'value': 7.3, 'error': None, 'unit': '%'}",,,
CdSeTe,"{'value': 9.71, 'error': None, 'unit': '%'}",,,
"CsPbX3 (X = I, Br, IBr2)","{'value': 19.03, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
(MDAN/EDAN)MA5Pb6I19:0.15MACl,"{'value': 13.2, 'error': None, 'unit': '%'}",,,
(MDAN)MA5Pb6I19:0.15MACl,"{'value': 9.6, 'error': None, 'unit': '%'}",,,
(EDAN)MA5Pb6I19:0.15MACl,"{'value': 9.65, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 20.56, 'error': None, 'unit': 'mA/cm2'}","{'value': 58.7, 'error': None, 'unit': '%'}"
N/A,"{'value': 8.47, 'error': None, 'unit': '%'}",,,
As-H:SiNCs/PTB7,"{'value': 2.44, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 9.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 38.99, 'error': None, 'unit': '%'}"
H:SiNCs (200 °C)/PTB7,"{'value': 1.96, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 8.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 35.37, 'error': None, 'unit': '%'}"
H:SiNCs (400 °C)/PTB7,"{'value': 0.03, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 0.24, 'error': None, 'unit': 'mA/cm2'}","{'value': 28.97, 'error': None, 'unit': '%'}"
TiO2-NCs/PTB7,"{'value': 0.04, 'error': None, 'unit': '%'}","{'value': 0.19, 'error': None, 'unit': 'V'}","{'value': 0.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 33.94, 'error': None, 'unit': '%'}"
As-H:SiNCs/PTB7-Th,"{'value': 3.01, 'error': None, 'unit': '%'}","{'value': 0.66, 'error': None, 'unit': 'V'}","{'value': 9.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.71, 'error': None, 'unit': '%'}"
SiNCs and p-type semiconducting polymer,"{'value': 9.7, 'error': None, 'unit': '%'}",,,
TiO2 nanoparticles,"{'value': 9.0, 'error': None, 'unit': '%'}","{'value': 0.736, 'error': None, 'unit': 'V'}","{'value': 16.74, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.731, 'error': None, 'unit': '%'}"
PANI-PTCDA composite,"{'value': 2.88, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 9.65, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.0, 'error': None, 'unit': '%'}"
Silicon,,,"{'value': 2.0, 'error': None, 'unit': ''}",
Graphene/PSi/n-Si,"{'value': 4.35, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
